timestamp, frame, x, y, z, qx, qy, qz, qw, fx, fy, cx, cy, distortion_center_x, distortion_center_y
65576.564419625, 000041, -0.06053088, -0.0032672063, 0.21535197, 0.7042032, -0.5926107, -0.040427968, 0.38894224, 1597.4362, 1597.4362, 955.40985, 717.74255, , 
65576.597758125, 000042, -0.05531185, -0.0048239008, 0.21287237, 0.7038422, -0.59567225, -0.035951894, 0.38534167, 1597.4362, 1597.4362, 955.40924, 717.7444, , 
65576.614427458, 000043, -0.0523272, -0.0057237, 0.21132833, 0.7036835, -0.5971544, -0.032861494, 0.38360953, 1597.4362, 1597.4362, 955.4103, 717.7457, , 
65576.631096833, 000044, -0.0487471, -0.0070092306, 0.20977917, 0.70354265, -0.5986561, -0.029246474, 0.38181564, 1597.4362, 1597.4362, 955.41156, 717.7467, , 
65576.664435333, 000045, -0.041074865, -0.009375773, 0.20592104, 0.70355046, -0.6015875, -0.02061907, 0.37773553, 1597.8881, 1597.8881, 955.4162, 717.7483, , 
65576.681104625, 000046, -0.036868416, -0.0105899535, 0.20376484, 0.70365673, -0.60302436, -0.016098088, 0.37545928, 1597.8881, 1597.8881, 955.41833, 717.74854, , 
65576.697773875, 000047, -0.032360576, -0.011837959, 0.20148982, 0.70375174, -0.604576, -0.011516171, 0.37294602, 1597.8881, 1597.8881, 955.4203, 717.7486, , 
65576.731112458, 000048, -0.02249822, -0.014504597, 0.19650766, 0.7035925, -0.60797536, -0.0016882055, 0.36785957, 1597.8881, 1597.8881, 955.42505, 717.74963, , 
65576.74778175, 000049, -0.017327726, -0.015853927, 0.19368267, 0.70335126, -0.6096505, 0.0036485693, 0.365527, 1597.4362, 1597.4362, 955.42773, 717.7504, , 
65576.764451041, 000050, -0.012017593, -0.01720966, 0.1906211, 0.70292044, -0.61132306, 0.009088426, 0.36346164, 1597.4362, 1597.4362, 955.4321, 717.75226, , 
65576.781120416, 000051, -0.006522998, -0.018537637, 0.18740344, 0.7023392, -0.6130279, 0.014402306, 0.36153722, 1597.4362, 1597.4362, 955.43555, 717.7541, , 
65576.814458916, 000052, 0.0051329844, -0.02093621, 0.18080057, 0.7010652, -0.6165879, 0.024339601, 0.3573996, 1597.4362, 1597.4362, 955.4424, 717.7584, , 
65576.831128208, 000053, 0.011424944, -0.022159137, 0.17780381, 0.70039976, -0.61852974, 0.028898314, 0.35500127, 1597.8881, 1597.8881, 955.44446, 717.7601, , 
65576.847797541, 000054, 0.017894216, -0.02330025, 0.1746864, 0.6996063, -0.62056106, 0.03300915, 0.35265476, 1597.8881, 1597.8881, 955.4462, 717.762, , 
65576.881136083, 000055, 0.03128113, -0.025282297, 0.16762663, 0.697415, -0.62493676, 0.040058434, 0.34851354, 1597.8881, 1597.8881, 955.44904, 717.7684, , 
65576.897805416, 000056, 0.038263664, -0.026241075, 0.16387282, 0.69606394, -0.627307, 0.043096032, 0.34658858, 1597.8881, 1597.8881, 955.4497, 717.7721, , 
65576.914474791, 000057, 0.045448102, -0.027175605, 0.16005783, 0.69471115, -0.6297357, 0.04594206, 0.34452674, 1597.8881, 1597.8881, 955.4502, 717.77594, , 
65576.931144041, 000058, 0.05273468, -0.028048038, 0.15658446, 0.69350797, -0.6320889, 0.04869729, 0.3422555, 1597.8881, 1597.8881, 955.4503, 717.7804, , 
65576.947813291, 000059, 0.060176317, -0.028887974, 0.15279981, 0.692454, -0.6343239, 0.051516805, 0.3398335, 1597.8881, 1597.8881, 955.4503, 717.7831, , 
65576.964482541, 000060, 0.067708336, -0.029742716, 0.1487952, 0.6914489, -0.63641876, 0.0543911, 0.33750734, 1597.8881, 1597.8881, 955.4505, 717.7855, , 
65576.997821208, 000061, 0.0830625, -0.031673003, 0.1401837, 0.68920934, -0.6403725, 0.060268976, 0.3335882, 1597.8881, 1597.8881, 955.45215, 717.79175, , 
65577.014490416, 000062, 0.090867415, -0.03275767, 0.13560048, 0.6879235, -0.64226, 0.06301988, 0.33210224, 1597.8881, 1597.8881, 955.4533, 717.7951, , 
65577.03115975, 000063, 0.098579645, -0.033662483, 0.1313844, 0.68675476, -0.64394647, 0.06552187, 0.33076853, 1597.8881, 1597.8881, 955.45496, 717.79944, , 
65577.047829041, 000064, 0.10643461, -0.034562472, 0.12688543, 0.68574446, -0.6456, 0.06778682, 0.32918096, 1597.8881, 1597.8881, 955.45575, 717.8022, , 
65577.064498416, 000065, 0.114392936, -0.035333537, 0.12235639, 0.6849874, -0.6472488, 0.06968723, 0.32711595, 1597.8881, 1597.8881, 955.45575, 717.804, , 
65577.08116775, 000066, 0.12243247, -0.035957444, 0.11779346, 0.6843993, -0.6489198, 0.0711697, 0.32470837, 1597.8881, 1597.8881, 955.4541, 717.80566, , 
65577.11450625, 000067, 0.13870926, -0.03697823, 0.10814266, 0.683035, -0.65228814, 0.073451005, 0.32029405, 1597.8881, 1597.8881, 955.451, 717.80853, , 
65577.131175583, 000068, 0.14676067, -0.03721479, 0.102715425, 0.6821957, -0.65384257, 0.0745116, 0.31866416, 1597.8881, 1597.8881, 955.4497, 717.8113, , 
65577.147844916, 000069, 0.1548715, -0.03744351, 0.097292416, 0.6814998, -0.65524375, 0.07545587, 0.31704894, 1597.8881, 1597.8881, 955.4488, 717.8131, , 
65577.164514083, 000070, 0.16296133, -0.03757775, 0.09181986, 0.68103874, -0.6564393, 0.07620792, 0.3153822, 1597.4362, 1597.4362, 955.44763, 717.8144, , 
65577.181183416, 000071, 0.17101966, -0.037623867, 0.08630178, 0.68080175, -0.6574376, 0.07687357, 0.313648, 1597.4362, 1597.4362, 955.44586, 717.815, , 
65577.214522041, 000072, 0.18689102, -0.03755719, 0.075066395, 0.6808874, -0.6586387, 0.07866285, 0.31048268, 1597.4362, 1597.4362, 955.4439, 717.81415, , 
65577.231191416, 000073, 0.19403696, -0.037257146, 0.06882241, 0.6812538, -0.65866274, 0.08029742, 0.30920708, 1597.4362, 1597.4362, 955.4438, 717.8126, , 
65577.247860583, 000074, 0.20148161, -0.037042867, 0.062926464, 0.6817262, -0.6584684, 0.082112126, 0.30810106, 1597.4362, 1597.4362, 955.4446, 717.80975, , 
65577.264529916, 000075, 0.20896119, -0.036842138, 0.057189554, 0.68223566, -0.6581407, 0.083799385, 0.307218, 1597.4362, 1597.4362, 955.4455, 717.80743, , 
65577.297868541, 000076, 0.22380272, -0.03636805, 0.04629168, 0.68334526, -0.657558, 0.085613936, 0.3054947, 1597.4362, 1597.4362, 955.446, 717.80225, , 
65577.314537666, 000077, 0.23110664, -0.036051974, 0.04118432, 0.683984, -0.6574274, 0.08551894, 0.304371, 1597.4362, 1597.4362, 955.4446, 717.80005, , 
65577.331207041, 000078, 0.23798376, -0.0356629, 0.035943817, 0.68464684, -0.6573064, 0.08503713, 0.30327505, 1597.4362, 1597.4362, 955.4426, 717.7977, , 
65577.36454575, 000079, 0.25157946, -0.034986224, 0.026065055, 0.68569094, -0.6570883, 0.084204264, 0.30161673, 1597.4362, 1597.4362, 955.43854, 717.7934, , 
65577.381215041, 000080, 0.25810564, -0.03475156, 0.021172216, 0.68591326, -0.65697837, 0.08422165, 0.30134544, 1597.4362, 1597.4362, 955.4381, 717.7924, , 
65577.397884208, 000081, 0.26439565, -0.03455918, 0.016315931, 0.6860117, -0.65686864, 0.08451614, 0.3012783, 1597.4362, 1597.4362, 955.4382, 717.7919, , 
65577.431222916, 000082, 0.27603123, -0.034126863, 0.006905997, 0.68630946, -0.6565956, 0.08592774, 0.3007956, 1597.4362, 1597.4362, 955.4393, 717.7906, , 
65577.447892208, 000083, 0.28159556, -0.033885293, 0.002445465, 0.6866048, -0.65649676, 0.08684603, 0.3000728, 1597.4362, 1597.4362, 955.43945, 717.7894, , 
65577.464561375, 000084, 0.28704038, -0.033632293, -0.001890758, 0.6869421, -0.65643364, 0.08778486, 0.29916424, 1597.4362, 1597.4362, 955.4396, 717.7875, , 
65577.497900083, 000085, 0.2974627, -0.03313965, -0.010499159, 0.6874643, -0.6563596, 0.08953615, 0.29760394, 1597.4362, 1597.4362, 955.4396, 717.78467, , 
65577.514569375, 000086, 0.30237415, -0.032969046, -0.014915624, 0.6875108, -0.65625167, 0.090105936, 0.2975625, 1597.4362, 1597.4362, 955.4403, 717.78406, , 
65577.531238708, 000087, 0.30664593, -0.032817133, -0.019553369, 0.68752563, -0.6559585, 0.09034747, 0.29810125, 1597.4362, 1597.4362, 955.4411, 717.784, , 
65577.564577208, 000088, 0.31502634, -0.03257164, -0.028663194, 0.6880198, -0.6547886, 0.08910775, 0.29990077, 1597.4362, 1597.4362, 955.442, 717.783, , 
65577.581246583, 000089, 0.31900766, -0.032464903, -0.033185266, 0.68848556, -0.6540367, 0.087803684, 0.30085537, 1597.4362, 1597.4362, 955.4418, 717.782, , 
