node_id,frame_id,timestamp,x,y,z
116,3480,65839.631638833,1.2335529124197342,0.5139406829060527,-5.925768274124246
117,3510,65840.265059083,1.2992055933634672,0.7057072569658399,-6.225795351033421
118,3540,65840.915148,1.351753938868612,0.9185984401814269,-6.546409750433782
119,3570,65841.565237,1.3979044836083094,1.1025489563073656,-6.863938177132191
120,3600,65842.248663958,1.4646126841328864,1.2394838652809779,-7.2190910996847135
121,3630,65842.948759916,1.5124425405012238,1.4530048731519725,-7.584420345551332
122,3660,65843.6821935,1.586212745815944,1.6539759948039419,-7.958059153029729
123,3690,65844.432296166,1.6398241141972287,1.8914846656756614,-8.278286589972478
124,3720,65845.149060833,1.651379016574481,2.1322913793033074,-8.407065949897227
125,3750,65845.81581875,1.6248646259267605,2.2711583730083187,-8.246723472882866
126,3780,65846.465907833,1.5921571339247174,2.3547395743181134,-8.093730027359197
127,3810,65847.099327625,1.5512714245857948,2.434411242777582,-7.915451153423485
128,3840,65847.716078625,1.4783939471389287,2.4958833710579236,-7.664655091244047
129,3870,65848.332829583,1.4436093813484825,2.5171991111123218,-7.391700504681004
130,3900,65848.916242666,1.4103298933384187,2.406095141789406,-7.162041633489261
131,3930,65849.49965575,1.3924811852558345,2.236230963433074,-6.983475370377447
132,3960,65850.083068708,1.411717654677589,2.0362504224673272,-7.007174834385293
133,3990,65850.7164885,1.4282561847186825,1.735186056143776,-7.061500878589949
134,4020,65851.33323925,1.4253333686985685,1.3983015678292892,-6.906151175728587
135,4050,65851.949990083,1.4075679169546762,1.076851277051039,-6.721659793990583
136,4080,65852.533402875,1.3584710801866848,0.8967609758112439,-6.432257778232936
137,4110,65853.11681575,1.293949308307749,0.7576880926311416,-6.123041273942063
138,4140,65853.766904458,1.2230019020285026,0.609152993333486,-5.7500349231285215
139,4170,65854.366986208,1.152062600986137,0.6082486036993394,-5.370028353343585
140,4200,65855.033743625,1.0951430814887095,0.8050070302062728,-5.09176593076358
141,4230,65855.717169916,1.0462993576493373,0.7519505507332845,-4.702700594684102
142,4260,65856.3839275,0.9807603898995292,0.5219869159163852,-4.411498379093214
143,4290,65857.000677916,0.8965465685537979,0.4545418228611339,-4.124197825530068
144,4320,65857.634097541,0.8222861380529028,0.4742377855227768,-3.7597244498406073
145,4350,65858.267516958,0.7611214732294074,0.5411829911557566,-3.4289350000605703
146,4380,65858.934274291,0.7216448120094932,0.851702521089048,-3.279236010789363
147,4410,65859.584362708,0.7225454147017645,1.114574715866161,-3.3123330196367164
148,4440,65860.28445775,0.7234064764778122,1.2753092712664416,-3.4340858570235953
149,4470,65861.01789075,0.7552215289115779,1.4304891086701421,-3.62912914660034
150,4500,65861.767992625,0.7643571062473205,1.6957403932973352,-3.8174489222715744
151,4530,65862.468087666,0.7582852564318694,1.8444864062249495,-3.824688257834642
152,4560,65863.184851625,0.7369491298056396,1.7956915991479416,-3.6606974792486575
153,4590,65863.901615708,0.7003156064159337,1.682093749069202,-3.4687207014070496
154,4620,65864.585041833,0.6516245956546979,1.5196334634068673,-3.2596546704758658
155,4650,65865.235130041,0.6411328686922383,1.4303669933203564,-3.1199044754386436
156,4680,65865.918556125,0.6688620963053773,1.2628686789512622,-3.104162930269145
157,4710,65866.601982083,0.7081371901350701,0.9802578389560752,-3.2598285915992045
158,4740,65867.23540125,0.7268107039636115,0.6667806338737193,-3.23463032388903
159,4770,65867.885489291,0.7338809519109595,0.31492367257249737,-3.1579368332353814
160,4800,65868.485570625,0.6959903226033193,0.0841074754920638,-2.991018960665883
161,4830,65869.068982916,0.6533751114364141,-0.09341675541949868,-2.7578111924318147
162,4860,65869.669064041,0.6083426727892508,-0.24288171888972035,-2.5180306163997885
163,4890,65870.235807541,0.5704786911620591,-0.23442430848805423,-2.2950865480989564
164,4920,65870.835888666,0.5185294047703337,-0.16084042303491494,-2.0535602511388586
165,4950,65871.502645416,0.4496729481101313,0.029940004134442262,-1.8011524868315265
166,4980,65872.202739916,0.39293830606515345,0.27837813803233635,-1.482856099977702
167,5010,65872.919503458,0.3010822399219031,0.337536136388338,-1.0662724660808833
168,5040,65873.602929125,0.2224049087013792,0.35205369182420126,-0.7041731600982208
169,5070,65874.236347916,0.14644792969722106,0.24363693882880982,-0.4277429239560144
170,5100,65874.936442583,0.07149307553115651,0.16553737720137368,-0.1388915811688995
171,5130,65875.619868166,0.040143604819359496,0.02627209377408667,0.07552344026461213
172,5160,65876.286624833,0.02700471589912526,-0.13586480373933596,0.2014501765328853
173,5190,65876.886705791,-0.024910547702639698,-0.3109017889237973,0.1959605942345546
174,5220,65877.570131291,-0.11252682820863866,-0.3722592421897157,0.05887120084731796
175,5250,65878.286894708,-0.13795958743188777,-0.45076386608000085,0.04449879881039932
176,5280,65879.003658041,-0.1372164911072292,-0.38068726219111,-0.06358226991569706
177,5310,65879.720421416,-0.07696320126816364,-0.32330573674195573,-0.27996732061912455
178,5340,65880.387178083,-0.0050325828904130565,-0.3272127201739049,-0.5325942506737047
179,5370,65881.053934583,0.06364078600409369,-0.19412246432073252,-0.8199731900734372
180,5400,65881.737360208,0.1471090514255129,-0.12002982115377647,-1.1322007019484706
181,5430,65882.487461333,0.22966736012160643,-0.06146515527450306,-1.451951210299715
182,5460,65883.254231291,0.2896288230416669,0.021638773590492655,-1.8004053234978452
183,5490,65883.85431225,0.36125925262112324,-0.05075463999071439,-2.11533767928703
184,5520,65884.471062083,0.4293947129199003,-0.021658500180434533,-2.359479899292524
185,5550,65885.054474083,0.4928852120568644,-0.042348647260830756,-2.571040096328998
186,5580,65885.637885958,0.5584479368391008,0.059232285964252535,-2.836100551311442
187,5610,65886.271304791,0.6046557397135602,0.18341654991582412,-3.1635494128335737
188,5640,65886.871385583,0.6266966321851826,0.2446088352004795,-3.452721648661476
189,5670,65887.521473041,0.6556233314676152,0.3834525247061664,-3.76964120188451
190,5700,65888.204898416,0.7980682959479186,0.3823103065786653,-4.1811242610122195
191,5730,65888.9049925,0.8730501814021095,0.2881511447319459,-4.480556584328603
192,5760,65889.555080166,0.9019316458661476,0.06888976345824861,-4.646121613961072
193,5790,65890.2051675,0.9285845114133396,-0.2044463117735087,-4.71493045230486
194,5820,65890.838585958,0.9067542573468292,-0.43931377210415945,-4.684389288398655
195,5850,65891.555349041,0.8535344876234692,-0.7172378270609403,-4.518495081185081
196,5880,65892.288780875,0.8033344694707485,-1.0001423803363763,-4.326974216926305
197,5910,65892.955537083,0.7667284873199066,-1.214108373799576,-3.9880429981804504
198,5940,65893.705637833,0.6948666656079937,-1.4960917197079744,-3.717416897763066
199,5970,65894.355724958,0.5702812128503969,-1.6414459401322679,-3.571682405277629
200,6000,65894.989143416,0.5506736904321538,-1.8280866706769694,-3.4784455802825023
201,6030,65895.639230541,0.53043779866781,-2.0054580731564777,-3.2827544111487454
202,6060,65896.322655708,0.5607221051653232,-2.272044826983238,-3.043182722361125
203,6090,65897.08942525,0.6602001877628427,-2.5965870605506405,-2.891680622940953
204,6120,65897.839525791,0.6859923185743556,-2.8393290557450115,-2.877851065019322
205,6150,65898.539619583,0.6755049507086501,-3.0287978367831934,-2.9684598354184026
206,6180,65899.239713416,0.7119929999860867,-3.1954116188901627,-3.097041366061576
207,6210,65899.956476083,0.7975685178907287,-3.21096142455886,-3.344519223268358
208,6240,65900.723245625,0.8554465620856706,-3.260650302392111,-3.637283753412515
209,6270,65901.473346041,0.9596041884621345,-3.1421757991555013,-3.92191419861198
210,6300,65902.206777583,0.9906285433946104,-2.9867187108011937,-4.261894698162137
211,6330,65902.823526791,1.0334732265047935,-2.8191350248845652,-4.606950154566715
212,6360,65903.490282625,1.0492010413533277,-2.5477754070600693,-4.9355143830410535
213,6390,65904.190376125,1.0983874728632088,-2.3713328513870535,-5.29738627136348
214,6420,65904.873800791,1.122689554104231,-2.232336440699438,-5.630506260377296
215,6450,65905.5405565,1.1845029619412892,-2.3408689460934475,-5.900898887873367
216,6480,65906.240650166,1.2385160875818293,-2.5481905155848694,-6.145315284247802
217,6510,65906.907405791,1.2725127318129383,-2.7639380796675868,-6.221468106334693
218,6540,65907.540823791,1.2622498123446964,-3.038935920719374,-6.1581716204488055
219,6570,65908.240917125,1.2579295287502914,-3.3808726407638257,-6.00673194659444
220,6600,65908.924341625,1.2126885826914524,-3.66346879189714,-5.719170197201731
221,6630,65909.591097208,1.1622120616604257,-3.9738955545039167,-5.4481666098539545
222,6660,65910.274521541,1.108876078438053,-4.232147012582839,-5.113095121416381
223,6690,65910.991283625,1.0536452810848687,-4.517876373224785,-4.816697955586402
224,6720,65911.724714625,0.9807899450502048,-4.693792091434108,-4.475010667921584
225,6750,65912.441476708,0.9172375755241713,-4.876721658013208,-4.247913453933165
226,6780,65913.158238666,0.8871205210267044,-5.053956136442113,-4.137464672413496
227,6810,65913.824994041,0.8959042149178187,-5.167212740749515,-4.213378492849221
228,6840,65914.491749375,0.9297630612771891,-5.319207834055593,-4.323177464772101
229,6870,65915.17517375,0.9621788838225444,-5.468677382723231,-4.421579990935631
230,6900,65915.89193575,0.9967447723168105,-5.46117222351232,-4.584817346030544
231,6930,65916.59202875,1.021838131594086,-5.421936474813043,-4.704505670467262
232,6960,65917.292121916,1.0737269024543246,-5.5561174925871155,-4.938638317739082
233,6990,65918.042221541,1.1347622008400133,-5.574259077231359,-5.247597252876918
234,7020,65918.775652375,1.169400255814762,-5.410651196861038,-5.486846586956568
235,7050,65919.492414333,1.1930403268510448,-5.305002927773808,-5.661555893390707
236,7080,65920.1758385,1.2061819661220523,-5.206274984354465,-5.6872851336995325
237,7110,65920.859262666,1.2242649287304288,-4.949957688998668,-5.740844669997147
238,7140,65921.526017958,1.1822710178314055,-4.650334959754709,-5.620792539693899
239,7170,65922.192773125,1.157183445137442,-4.307435615678248,-5.528600217141172
240,7200,65922.809521833,1.1286393868614222,-3.9806363970340555,-5.473624754325298
241,7230,65923.44293925,1.1321708218795947,-3.7089903113051554,-5.5398593660856115
242,7260,65924.1096945,1.182588341023665,-3.460733522377132,-5.8047173658786635
243,7290,65924.776449708,1.2350504867146417,-3.244711155311081,-6.1274887588471785
244,7320,65925.409867208,1.3095043022186308,-3.1524956527036805,-6.481423214928495
245,7350,65926.026615791,1.367612340656962,-3.1189347703097163,-6.802253507094753
246,7380,65926.676702041,1.432120793961905,-3.260435790564692,-7.013028696614026
247,7410,65927.343457083,1.4628368663073208,-3.5230410260938574,-7.153962726828892
248,7440,65927.993543333,1.51750758401413,-3.724841363486776,-7.344413594777718
249,7470,65928.69363625,1.5698491439932512,-4.001073722422434,-7.494338227527358
250,7500,65929.37706025,1.618015676686515,-4.194667071962727,-7.699766834460375
251,7530,65930.077152875,1.674316417430458,-4.444701046285009,-7.873633513280139
252,7560,65930.777245791,1.676324614859471,-4.602776685265212,-8.07311916592082
253,7590,65931.46066975,1.6685826675841897,-4.5093106573996655,-8.16670235416402
254,7620,65932.144093625,1.6938713744649376,-4.422487119498575,-8.126035591990892
255,7650,65932.810848666,1.6610961446521313,-4.265251838422845,-7.9669451085280585
256,7680,65933.527610166,1.6346881816681782,-4.052034970199633,-7.925472324608681
257,7710,65934.24437175,1.60303443185047,-3.8681486620713783,-7.864414688331141
258,7740,65934.894457875,1.5664845184621452,-3.81593998828463,-7.598145106364012
259,7770,65935.527875083,1.5195181601019068,-3.6434844800914723,-7.310998472591741
260,7800,65936.177961166,1.4646050212485804,-3.398695793168398,-7.010607016212068
261,7830,65936.7947095,1.3966269394613735,-3.1239097439841172,-6.770830243481675
262,7860,65937.428126791,1.3328876072262217,-2.794477281385306,-6.622090256928279
263,7890,65938.028206083,1.2675523725828688,-2.457152657836741,-6.442261462846494
264,7920,65938.644954333,1.211496047084888,-2.059033230968023,-6.247505610213927
265,7950,65939.261702625,1.1369524604922043,-1.6986941558042319,-5.973566072248842
266,7980,65939.878450875,1.0816049384558104,-1.3260077437391513,-5.773024749604495
267,8010,65940.47853025,1.0252203389525456,-0.987588293663789,-5.567637094631126
268,8040,65941.045271791,0.9728456099056053,-0.6611285066044075,-5.434793559689856
269,8070,65941.578675625,0.9397812537283032,-0.3419484881230127,-5.414375825589015
270,8100,65942.162086,0.9333748458532436,-0.0007305747897460163,-5.433179655532221
271,8130,65942.812172041,0.9800069196756908,0.23064046217974246,-5.651050321554755
272,8160,65943.445589,1.0406450033493462,0.47803799514564455,-5.909270258222164
273,8190,65944.095674791,1.0960888375712576,0.7017968010007594,-6.229026976198628
274,8220,65944.7624295,1.1486372029114977,0.8871878043547115,-6.571148835767077
275,8250,65945.412515416,1.1979507681704196,1.1092335930844213,-6.888861835376453
276,8280,65946.095938916,1.2634546072961865,1.2905056396242247,-7.27327891596577
277,8310,65946.779362416,1.3172984962792593,1.5121855499102967,-7.630970880082019
278,8340,65947.496123875,1.3994734156389441,1.6492089697838146,-8.020371730525877
279,8370,65948.229553875,1.4483855648326032,1.8455191844011383,-8.3228519513178
280,8400,65948.912977458,1.491294401781971,1.9813370328578706,-8.597876017864424
281,8430,65949.61306975,1.4967531094438407,2.166988847681362,-8.67353541720927
282,8460,65950.313162166,1.471726849953249,2.3148415908675006,-8.564472432447838
283,8490,65950.979916791,1.4765428968798457,2.4764566464214144,-8.471206883945838
284,8520,65951.663340333,1.4583735588889908,2.476783447362876,-8.237470217269793
285,8550,65952.296757125,1.432569639005019,2.386281039462561,-8.03731192652093
286,8580,65952.913505208,1.4294903170114,2.2368843535145175,-7.866991743119741
287,8610,65953.496915375,1.4258690680848582,1.9799701508898566,-7.7657632609561125
288,8640,65954.080325625,1.4021196739414672,1.7575519549071275,-7.573047981934195
289,8670,65954.680404708,1.3697266284703986,1.4802956072121827,-7.370515141967914
290,8700,65955.313821625,1.326430847012357,1.1886012236647683,-7.086496442975453
291,8730,65955.963907208,1.27976434514241,0.9551796079404622,-6.730394201153274
292,8760,65956.61399275,1.239891220777005,0.7167373089072371,-6.4301078219368115
293,8790,65957.314085041,1.176734184091389,0.6293647775687066,-6.051444899532156
294,8820,65957.997508375,1.0963070725552897,0.5526333264337968,-5.66992521744795
295,8850,65958.697600583,1.0052909447750076,0.5657614514382232,-5.242149421827684
296,8880,65959.414361541,0.9338447676419835,0.47571709044801236,-4.842086051445979
297,8910,65960.147791416,0.8473198676141235,0.42110382717079886,-4.423789207959694
298,8940,65960.864552416,0.7514006881650841,0.41872955862759553,-4.008157139306872
299,8970,65961.531307041,0.6695311448969137,0.5363366002641757,-3.6930229171125415
300,9000,65962.14805475,0.5945323602876609,0.7800327423869032,-3.4803490420713312
301,9030,65962.781471583,0.5296113662094424,1.0168584539470367,-3.35303901655297
302,9060,65963.448225958,0.5335195652922228,1.2214776262686122,-3.384627851902522
303,9090,65964.13164925,0.5415267164131214,1.4722958471040628,-3.5267219921741706
304,9120,65964.831741208,0.588633482453178,1.6156850448477067,-3.801573090398703
305,9150,65965.565171,0.5782688761758955,1.7455054058577328,-3.8654060766653275
306,9180,65966.265263125,0.5654198252679865,1.708466755431038,-3.7896171482022636
307,9210,65966.932017458,0.5577378055226717,1.5550316811206748,-3.685653968974858
308,9240,65967.582102791,0.5401341232440598,1.406220329993823,-3.5552084198681064
309,9270,65968.248857166,0.5065885412112311,1.2761051085913109,-3.492602583030861
310,9300,65968.915611541,0.5699847719738115,1.0078928567277643,-3.4827393624850336
311,9330,65969.582366,0.5910123166178728,0.6705457584386678,-3.4146773484559656
312,9360,65970.232451333,0.5975793197028152,0.384159539230953,-3.3184673413041343
313,9390,65970.849199083,0.5866262782067985,0.13120447526385037,-3.245363047665852
314,9420,65971.449277958,0.5458715996897023,-0.0725757368208226,-2.962467619620283
315,9450,65972.099363291,0.48363037716796725,-0.25479451193328795,-2.6174905398782946
316,9480,65972.799455083,0.40172490045297027,-0.16078969256951275,-2.309818828834611
317,9510,65973.482878208,0.3015928461387278,-0.01780751200307052,-2.012376184617607
318,9540,65974.216307708,0.20849249343133427,0.23482973456575207,-1.691532882882355
319,9570,65974.966406125,0.12728956424824436,0.2710637687530701,-1.274088588335225
320,9600,65975.78318,0.04938482428575862,0.2713255714860686,-0.8693748891110559
321,9630,65976.566616166,-0.015249794595449243,0.14448872879817887,-0.5637359945450765
322,9660,65977.316714583,-0.04512168386803711,-0.012666196204796434,-0.3181405243683679
323,9690,65977.950130958,-0.07109232760302828,-0.1460989712614574,-0.24978269447635648
324,9720,65978.583547375,-0.08773744061134173,-0.2541502990124206,-0.2560752201702021
325,9744,65979.16695725,-0.056211749543351924,-0.30225587852881924,-0.23834743681715964
